time (ms),L2_RQSTS.REFERENCES-0,L2_RQSTS.REFERENCES-1,L2_RQSTS.REFERENCES-2,L2_RQSTS.REFERENCES-3,L2_RQSTS.REFERENCES-4,L2_RQSTS.REFERENCES-5,LONGEST_LAT_CACHE.REFERENCE-0,LONGEST_LAT_CACHE.REFERENCE-1,LONGEST_LAT_CACHE.REFERENCE-2,LONGEST_LAT_CACHE.REFERENCE-3,LONGEST_LAT_CACHE.REFERENCE-4,LONGEST_LAT_CACHE.REFERENCE-5,BR_INST_RETIRED.ALL_BRANCHES-0,BR_INST_RETIRED.ALL_BRANCHES-1,BR_INST_RETIRED.ALL_BRANCHES-2,BR_INST_RETIRED.ALL_BRANCHES-3,BR_INST_RETIRED.ALL_BRANCHES-4,BR_INST_RETIRED.ALL_BRANCHES-5,BR_MISP_RETIRED.ALL_BRANCHES-0,BR_MISP_RETIRED.ALL_BRANCHES-1,BR_MISP_RETIRED.ALL_BRANCHES-2,BR_MISP_RETIRED.ALL_BRANCHES-3,BR_MISP_RETIRED.ALL_BRANCHES-4,BR_MISP_RETIRED.ALL_BRANCHES-5,INST_RETIRED.ANY-0,INST_RETIRED.ANY-1,INST_RETIRED.ANY-2,INST_RETIRED.ANY-3,INST_RETIRED.ANY-4,INST_RETIRED.ANY-5,CPU_CLK_UNHALTED.THREAD-0,CPU_CLK_UNHALTED.THREAD-1,CPU_CLK_UNHALTED.THREAD-2,CPU_CLK_UNHALTED.THREAD-3,CPU_CLK_UNHALTED.THREAD-4,CPU_CLK_UNHALTED.THREAD-5,CPU_CLK_UNHALTED.REF_TSC-0,CPU_CLK_UNHALTED.REF_TSC-1,CPU_CLK_UNHALTED.REF_TSC-2,CPU_CLK_UNHALTED.REF_TSC-3,CPU_CLK_UNHALTED.REF_TSC-4,CPU_CLK_UNHALTED.REF_TSC-5
145277,4828.889,4905.185,2851.852,3035.556,7510.370,3707.407,6394.815,6542.963,3164.444,3469.630,10280.741,5235.556,4715.556,4471.111,5128.148,5077.037,32022.963,2773.333,380.741,351.111,404.444,388.148,1077.778,276.296,21263.704,20564.444,23315.556,23223.704,157872.593,13222.963,69625.926,74892.593,75068.148,74480.741,186111.852,54400.741,217793.333,234346.667,234953.333,233133.333,581880.000,170126.667
145303,4863.846,5119.231,2961.538,3152.308,7654.615,3755.385,6168.462,6390.769,3286.154,3603.077,10504.615,5290.000,4830.000,4736.923,5325.385,5272.308,33338.462,2880.769,396.154,388.462,420.000,403.077,1087.692,240.000,21806.923,22026.923,24212.308,24116.923,163968.462,13730.000,71704.615,78410.000,77955.385,77345.385,196349.231,55873.077,224370.000,245340.000,243990.000,242100.000,614340.000,174870.000
145330,5334.074,4929.630,3871.852,3839.259,9617.037,8197.037,6168.148,6154.074,4337.037,4371.852,11569.630,11178.519,4665.926,4561.481,5006.667,4977.037,31597.778,7388.148,355.556,374.074,333.333,337.778,991.852,665.185,21083.704,21211.111,22971.111,22894.815,156341.481,35095.556,83433.333,75505.926,72566.667,75179.259,269391.111,123454.815,260953.333,236253.333,226720.000,234953.333,842226.667,386100.000
145357,5273.333,5408.148,2301.481,2559.259,7663.704,3706.667,6959.259,6328.148,2823.704,3187.407,10072.593,5167.407,5091.111,4384.444,3368.889,3397.037,31845.926,2791.111,465.185,232.593,300.741,307.407,1001.481,290.370,23594.074,20156.296,15927.407,15975.556,156871.852,13344.444,84229.630,67053.333,49794.815,46407.407,199725.185,55869.630,263033.333,209300.000,155826.667,145340.000,624693.333,174980.000
145383,4832.308,2305.385,4470.769,5378.462,11270.000,7640.769,6003.077,2869.231,5166.154,6331.538,15773.846,10826.923,4865.385,2810.769,4600.769,5305.385,35776.923,5955.385,383.077,215.385,397.692,450.769,1363.077,659.231,21993.077,13236.154,20856.154,24510.000,176054.615,28868.462,81180.000,50271.538,62706.154,84103.846,243698.462,114608.462,253980.000,157320.000,196110.000,262980.000,762210.000,358560.000
145410,3510.370,3934.815,5652.593,5982.963,8105.926,3766.667,4125.185,4431.852,7426.667,7919.259,10960.000,5088.889,4709.630,4985.185,6062.963,5981.481,32327.407,2804.444,335.556,396.296,519.259,517.037,1119.259,291.111,21216.296,23223.704,27115.556,26716.296,159411.852,13384.444,75312.593,84966.667,81690.370,87573.333,188607.407,48816.296,235473.333,265980.000,255146.667,273780.000,589853.333,152446.667
145437,3510.370,4424.444,4134.074,5982.963,6786.667,3660.000,4125.185,5348.148,5106.667,7919.259,8860.000,5143.704,4709.630,5288.889,5400.741,5981.481,32877.778,2802.222,335.556,413.333,431.852,517.037,1084.444,254.815,21216.296,24771.111,25242.963,26716.296,161667.407,13375.556,75312.593,85962.963,83073.333,87573.333,199834.815,53540.000,235473.333,269013.333,260000.000,273780.000,625300.000,167440.000
145463,4196.154,4606.154,4843.077,9000.769,4508.462,6868.462,5683.846,5296.923,5737.692,9783.846,5382.308,9761.538,3438.462,5127.692,5151.538,30233.077,9386.923,5805.385,290.769,401.538,388.462,1039.231,433.846,531.538,16500.000,23803.846,23944.615,152426.923,42439.231,26733.846,60858.462,82946.923,85470.000,230138.462,100813.846,100139.231,190350.000,259290.000,267210.000,719910.000,315360.000,313110.000
145490,6447.407,3793.333,4471.852,7185.185,4401.481,3765.926,8950.370,4685.185,4394.074,8640.000,5414.074,5303.704,5002.222,4969.630,5077.037,28771.111,7805.185,2925.185,526.667,414.815,320.000,883.704,375.556,337.037,23411.852,23111.852,23876.296,144471.111,34840.741,13722.222,86508.148,81380.000,72785.185,198145.185,90228.889,57328.889,270660.000,254713.333,227586.667,619753.333,282360.000,179226.667
145517,4979.259,3897.037,4707.407,7285.185,3173.333,3777.037,6780.000,4852.593,6040.741,8755.556,3794.074,5303.704,4503.704,4974.074,5197.037,28819.259,7845.185,2888.148,371.111,380.741,367.407,905.926,334.074,282.963,20907.407,23066.667,24181.481,144554.074,34934.815,13522.222,72088.889,81228.148,81848.889,199068.889,85146.667,56500.000,225333.333,254366.667,255753.333,622613.333,266240.000,176626.667
145543,6316.154,3497.692,4246.923,3656.154,8362.308,9491.538,8823.077,4274.615,4840.000,4428.462,9455.385,13062.308,4676.923,5182.308,4675.385,5353.077,33097.692,8779.231,493.077,395.385,363.846,360.000,1006.154,816.923,21714.615,24075.385,21495.385,25072.308,163223.077,41655.385,84950.000,83615.385,83213.077,87100.769,236863.077,151297.692,265500.000,261450.000,260100.000,272430.000,740970.000,473040.000
145570,6151.111,7174.815,4439.259,4405.926,7553.333,3725.926,8468.148,8745.185,5083.704,4996.296,8748.889,5112.593,4506.667,7080.000,4982.963,4942.963,31807.407,2935.556,469.630,560.000,415.556,362.222,978.519,302.222,20925.185,33231.111,23306.667,23011.852,157200.000,13765.926,80886.667,130419.259,82682.963,82553.333,219268.889,62639.259,253413.333,407593.333,262946.667,258526.667,685966.667,195953.333
145597,6238.519,4264.444,4622.963,3477.778,9789.630,3891.852,8608.148,5152.593,5014.074,3441.481,12011.852,5622.222,4509.630,4871.852,5051.111,4485.926,33050.370,2925.185,468.889,382.963,397.778,261.481,1014.074,265.185,20939.259,22674.074,23671.852,20761.481,162852.593,13722.222,87742.222,81463.704,81408.889,73668.148,255267.407,60442.222,274126.667,254886.667,250726.667,229926.667,797940.000,188846.667
145624,5969.630,3157.778,4105.926,3327.407,7811.111,3799.259,8399.259,3876.296,4688.889,4115.556,8657.778,5303.704,4505.926,5113.333,4481.481,5147.407,31991.111,2925.185,478.519,396.296,355.556,345.926,922.963,337.037,20927.407,23947.407,20668.148,24246.667,157674.074,13722.222,81342.222,78109.630,80006.667,78702.222,226214.074,56437.778,254280.000,244486.667,250293.333,246046.667,707286.667,176453.333
145650,6226.154,3103.846,4303.846,4920.000,12916.154,3847.692,8630.769,3838.462,4958.462,6536.923,16143.846,5368.462,4672.308,5252.308,4653.846,5292.308,35481.538,3040.000,486.923,401.538,351.538,418.462,1315.385,299.231,21686.154,24513.846,21410.000,24726.154,174694.615,14257.692,81518.462,81789.231,80218.462,86114.615,270300.769,60531.538,255150.000,255690.000,251010.000,268920.000,845100.000,189540.000
145677,5066.667,3039.259,3362.222,5337.037,7501.481,3997.778,6655.556,3725.185,4108.889,6991.852,10145.185,5605.926,4480.741,5088.889,5027.407,4960.741,31760.000,2926.667,365.185,371.111,402.222,422.963,1045.185,279.259,20648.148,23637.037,23491.111,23074.074,157040.000,13731.111,70324.444,77997.037,77890.370,75369.630,183522.963,67794.074,219786.667,243966.667,243446.667,235560.000,573733.333,212073.333
145704,4653.333,3445.185,3746.667,4924.444,7797.037,3750.370,6220.741,3895.556,4058.519,6478.519,10609.630,5311.111,4468.148,4500.000,5066.667,4530.370,31989.630,2927.407,362.222,315.556,382.222,362.222,1031.111,255.556,20555.556,20650.370,23548.148,20882.222,157891.852,13729.630,72914.815,74894.074,79694.074,70374.815,185826.667,57148.148,228193.333,234260.000,249080.000,220220.000,580926.667,178706.667
145730,5209.231,3577.692,4758.462,5069.231,7763.077,3892.308,7078.462,4045.385,5705.385,6747.692,10614.615,5461.538,4574.615,4673.077,4686.154,4683.846,33094.615,3001.538,350.769,327.692,336.154,385.385,1063.846,288.462,21076.923,21444.615,21561.538,21685.385,163410.000,14050.000,64663.077,77774.615,81273.846,73081.538,195516.923,57871.538,201870.000,243270.000,253890.000,228690.000,611460.000,180990.000
145757,5665.185,2851.852,4579.259,8183.704,4837.778,8564.444,7797.778,3280.741,5944.444,9203.704,6488.889,12105.926,5006.667,3303.704,4483.704,29034.074,8651.111,7619.259,425.926,257.778,345.926,973.333,473.333,720.000,23444.444,15665.185,20718.519,146075.556,38821.481,36081.481,84760.000,56074.815,77320.741,201930.370,73905.926,143022.222,265286.667,175326.667,241713.333,631540.000,231226.667,447373.333
145784,6394.815,3929.630,6044.444,7445.185,4502.222,3697.778,8911.111,4493.333,8588.889,9240.000,6239.259,5201.481,4961.481,5004.444,5171.852,29053.333,7872.593,2934.074,537.037,408.889,404.444,905.926,411.852,342.222,23070.370,23274.074,24420.741,145684.444,35142.963,13755.556,88618.519,82470.370,84589.630,204336.296,75197.778,59671.852,276726.667,258180.000,264246.667,639080.000,235040.000,186853.333
145810,5426.923,3047.692,5650.000,6813.846,5163.077,3937.692,7068.462,3301.538,7346.923,8216.154,7168.462,5533.846,5217.692,4891.538,5274.615,29757.692,8814.615,3009.231,460.000,408.462,453.846,936.923,514.615,300.000,24318.462,22769.231,24716.154,149461.538,39788.462,14098.462,80585.385,73836.154,79670.000,199727.692,87949.231,59147.692,252090.000,230760.000,249120.000,624690.000,275220.000,184950.000
145837,5885.185,2915.556,5526.667,3077.778,7660.741,3723.704,8137.778,3591.111,7200.000,3805.926,10421.481,5233.333,4463.704,4534.074,5067.407,4580.741,31640.741,2896.296,465.926,330.370,434.074,325.185,1028.148,286.667,20576.296,20822.222,23917.778,21126.667,156460.000,13569.630,78420.000,71082.963,77172.593,71690.370,184439.259,56176.296,245266.667,222213.333,241366.667,223860.000,576680.000,175760.000
145863,4732.308,3059.231,5023.846,3157.692,7576.154,3794.615,6116.154,3286.154,6411.538,3365.385,10280.769,5034.615,4683.077,5166.923,4606.154,5195.385,32921.538,3007.692,376.154,367.692,373.077,351.538,1062.308,300.000,21737.692,21623.077,21260.769,21939.231,162594.615,14091.538,81294.615,73816.923,66171.538,74447.692,179497.692,70016.154,254700.000,230760.000,207810.000,232470.000,561330.000,219240.000
145890,5182.222,7405.926,5685.926,3910.370,4714.074,7602.963,6817.778,8546.667,7910.370,4137.778,6513.333,10727.407,4982.963,29062.963,5050.370,5474.074,8236.296,5977.778,424.444,1005.185,428.889,414.815,436.296,564.444,23203.704,146154.074,23696.296,25450.370,36742.963,28436.296,80714.074,200889.630,79172.593,85654.815,78087.407,103233.333,251940.000,628246.667,247086.667,267800.000,244226.667,322313.333
145917,5911.111,3775.556,5012.593,3341.481,11162.963,3714.815,8175.556,4612.593,6682.963,3617.778,15462.222,5124.444,4478.519,5115.556,4511.852,5054.815,34388.148,2931.852,454.074,405.185,451.111,314.815,1324.444,289.630,20646.667,23965.185,20745.926,23471.852,169572.593,13748.148,79261.481,82872.593,76672.593,78064.444,233566.667,54423.704,247866.667,258960.000,240066.667,244140.000,730513.333,170213.333
145943,6138.462,3920.769,5513.077,5070.000,7949.231,7109.231,8490.000,4790.000,7156.923,5967.692,10825.385,8699.231,4650.769,5312.308,4610.000,5196.154,33347.692,7356.154,471.538,420.769,346.154,440.769,1038.462,589.231,21440.769,24886.923,21270.769,24352.308,164412.308,33534.615,82310.000,86060.000,79621.538,86939.231,199452.308,135532.308,257400.000,268920.000,249300.000,272160.000,623790.000,423990.000
145970,3356.296,2384.444,4544.444,3305.185,6997.778,3768.889,4542.222,2780.000,5622.963,3727.407,9553.333,5296.296,2737.778,3411.852,4680.000,4243.704,31422.963,2941.481,222.222,310.370,403.704,320.000,943.704,292.593,12920.000,16362.963,21977.037,19553.333,155493.333,13804.444,49757.037,53187.407,64676.296,65931.852,180213.333,63768.889,155740.000,166746.667,202366.667,206093.333,563680.000,199420.000
145997,8413.333,2602.963,5069.630,2920.000,11240.000,3763.704,11948.148,2929.630,6462.963,3213.333,15707.407,5351.111,6348.148,3411.852,4488.148,4243.704,33245.926,2932.593,572.593,310.370,372.593,320.000,1173.333,297.037,29691.852,16362.963,20699.259,19553.333,164315.556,13745.185,125554.815,53187.407,67389.630,65931.852,225080.000,58131.852,392513.333,166746.667,210860.000,206093.333,703820.000,181826.667
146024,5016.296,6099.259,4780.000,2682.963,4861.481,3732.593,6701.481,7588.889,6170.370,3289.630,6691.852,5237.037,4454.074,28065.185,4479.259,3996.296,8160.741,2907.407,318.519,937.778,318.519,300.000,414.815,288.889,20515.556,141509.630,20635.556,18916.296,36573.333,13662.222,71720.000,185911.111,66549.630,69037.037,77045.185,56640.741,224120.000,580233.333,208173.333,214326.667,240846.667,177060.000
146050,5326.154,6866.154,5527.692,3199.231,4802.308,3879.231,7056.923,8350.769,7104.615,3412.308,6754.615,5429.231,5149.231,29611.538,5241.538,5060.000,8166.154,3006.154,420.769,1012.308,446.154,422.308,428.462,305.385,23949.231,148852.308,24424.615,23696.154,36622.308,14079.231,77793.846,203043.846,77235.385,75133.846,77611.538,58332.308,243270.000,635040.000,241470.000,235260.000,242820.000,182340.000
146077,5102.222,6737.778,5325.185,3242.222,5106.667,3901.481,6807.407,8220.741,7008.889,3466.667,7141.481,5487.407,4973.333,28509.630,5066.667,4849.630,8502.963,2914.074,417.037,950.370,430.370,396.296,481.481,306.667,23123.704,143204.444,23561.481,22633.333,38566.667,13707.407,74170.370,191313.333,74981.481,70654.815,80271.111,56366.667,231833.333,598086.667,234606.667,221173.333,250900.000,176280.000
146104,4848.889,2821.481,4822.222,3455.556,7693.333,3724.444,6359.259,2855.556,6250.370,3894.815,10513.333,5234.815,4465.185,5066.667,4482.222,5100.741,31938.519,2898.519,360.741,359.259,371.852,380.741,1043.704,240.741,20597.778,23563.704,20642.963,23382.222,157624.444,13577.037,69153.333,75480.000,68175.556,84114.815,184325.185,55642.963,216233.333,236166.667,213200.000,262946.667,576420.000,174026.667
146130,4687.692,3157.692,4976.923,3107.692,7535.385,6213.077,6078.462,2965.385,6456.154,4044.615,10150.769,9101.538,4673.077,5261.538,4586.923,5296.923,33030.000,4706.154,390.000,373.077,368.462,395.385,1050.769,463.077,21721.538,24470.000,21157.692,24281.538,162969.231,22376.923,80661.538,78383.077,62259.231,87350.000,181760.769,96108.462,252360.000,245250.000,194760.000,273060.000,568530.000,300510.000
146157,4514.074,3563.704,4757.037,3477.778,7399.259,8860.741,5853.333,4659.259,6009.630,4447.407,10171.111,12089.630,4500.000,3871.852,4417.778,3767.407,31515.556,8032.593,375.556,347.407,352.593,338.519,1031.852,745.185,20917.037,17429.630,20376.296,17461.481,155960.741,37828.148,77674.074,63190.370,56748.889,79754.074,186774.074,134981.481,243013.333,197340.000,177753.333,249253.333,584393.333,422240.000
146184,3488.889,4536.296,5516.296,4309.630,11238.519,3822.222,4812.593,5522.963,7278.519,5880.000,15611.852,5326.667,2760.741,4485.926,4525.185,4513.333,34237.778,2914.815,225.926,331.852,390.370,335.556,1227.407,294.074,13002.222,20637.037,21048.148,20762.222,168678.519,13659.259,49711.852,69885.185,79785.185,73940.000,244556.296,61355.556,155393.333,218573.333,249513.333,231313.333,764833.333,191966.667
146210,8592.308,4370.000,5023.846,4475.385,10953.846,4363.077,11403.846,5071.538,6652.308,6106.154,14834.615,6020.769,7784.615,5223.846,4635.385,4686.923,35921.538,3715.385,640.000,431.538,386.154,348.462,1289.231,317.692,37163.846,21430.769,21380.000,21560.769,176931.538,17985.385,123870.000,72573.077,70635.385,76783.846,244280.000,67780.000,387630.000,226980.000,221040.000,240210.000,764190.000,212040.000
146237,4842.222,3660.000,4936.296,2343.704,7497.037,7872.593,6415.556,3879.259,6411.852,2613.333,10388.889,11041.481,4511.852,4895.556,4507.407,2772.593,31576.296,6371.852,368.889,408.148,374.815,194.815,1022.222,655.556,20767.407,23196.296,20766.667,13112.593,156405.185,29380.741,68869.630,71182.222,68338.519,47226.667,180120.741,115671.111,215626.667,222560.000,213893.333,147766.667,563160.000,361573.333
146264,5313.333,2692.593,4831.852,2940.741,8363.704,3628.148,7162.222,2984.444,6170.370,3317.778,10612.593,4874.815,4486.667,4770.370,4511.111,4787.407,32008.889,2898.519,354.074,387.407,384.444,374.074,1029.630,296.296,20647.407,22194.815,20803.704,22361.481,158070.370,13577.037,79080.741,72503.704,69378.519,72718.519,190000.000,67011.852,247346.667,226806.667,217100.000,227413.333,594100.000,209646.667
146290,4884.615,2879.231,5041.538,3058.462,7700.000,4020.769,6490.769,3212.308,6502.308,3393.077,10493.846,5777.692,4651.538,5010.769,4676.154,5040.000,33089.231,3026.923,369.231,403.846,383.846,373.846,1071.538,273.077,21425.385,23251.538,21540.769,23523.846,163296.923,14233.077,70822.308,75053.846,71349.231,75425.385,188784.615,59359.231,221490.000,234360.000,223110.000,235980.000,590400.000,185580.000
146317,4847.407,2865.926,4977.037,3084.444,7488.889,3709.630,6416.296,3015.556,6442.222,3368.148,10326.667,5186.667,4482.963,5007.407,4518.519,4995.556,31721.481,2896.296,356.296,367.407,351.852,344.444,1038.519,273.333,20694.815,22980.000,20984.444,23245.185,156842.222,13569.630,68120.000,79634.074,67188.148,71782.963,182125.185,55562.963,213026.667,249080.000,209906.667,224553.333,569746.667,173766.667
146343,5178.462,3908.462,5174.615,3800.000,7536.923,5557.692,7270.769,4174.615,6788.462,4410.000,10153.846,7582.308,4646.923,5190.000,4690.769,4650.000,33077.692,5641.538,380.769,398.462,383.077,293.077,1029.231,483.077,21415.385,24193.846,21785.385,21380.000,163097.692,26016.154,76162.308,80268.462,70498.462,73244.615,187594.615,95636.154,238050.000,251280.000,220410.000,229230.000,586710.000,299250.000
146370,4796.296,2485.926,4751.852,3086.667,7410.370,3990.370,6326.667,2782.963,5982.963,3439.259,10093.333,5231.852,4514.815,4880.741,4434.074,4825.185,31565.926,3821.481,366.667,336.296,362.222,367.407,1018.519,309.630,20837.037,22619.259,20488.889,22514.074,156142.963,18642.963,69085.185,71117.037,59263.704,73542.222,179635.556,74316.296,216060.000,222300.000,185380.000,230013.333,561686.667,232526.667
146397,4863.704,5117.778,4608.148,4800.000,7048.889,7697.778,6337.037,6097.778,6027.407,5930.370,8665.926,11069.630,4515.556,4965.185,4429.630,4434.074,31813.333,5942.963,371.111,387.407,335.556,312.593,963.704,565.926,20974.815,23213.333,20456.296,20457.037,157054.815,28204.444,102462.963,81288.889,67754.074,73692.593,183911.111,114620.741,208433.333,164406.667,117693.333,135720.000,481520.000,358453.333
146423,5266.923,6171.538,6198.462,6301.538,7752.308,4597.692,6534.615,8527.692,8487.692,8953.846,9383.846,6265.385,5058.462,4719.231,4711.538,5232.308,33243.846,4386.154,397.692,473.846,493.846,381.538,1003.077,423.846,23685.385,21643.077,21590.769,24350.000,163766.154,20060.000,109283.077,103372.308,103846.154,110835.385,285060.000,106451.538,104670.000,100530.000,100890.000,106560.000,248580.000,117360.000
146450,6454.815,5314.815,5925.926,5190.370,10537.037,4083.704,7894.074,7001.481,8195.556,7328.148,12957.778,5588.148,6955.556,4538.519,4536.296,4592.593,34425.185,3698.519,568.148,471.852,453.333,378.519,1202.963,317.778,30716.296,21081.481,20762.222,21035.556,169814.815,18308.889,99646.667,87797.778,86732.593,81848.148,292850.370,79690.370,230360.000,188413.333,186593.333,181480.000,398840.000,97066.667
146477,5000.741,3845.926,5907.407,6521.481,8453.333,3632.593,6946.667,4377.037,7897.037,8914.074,9640.000,5086.667,4486.667,4448.148,5354.815,5393.333,32948.889,2780.741,351.852,302.222,455.556,549.630,1051.111,277.037,20807.407,20534.074,25108.889,25244.444,161573.333,13274.074,70354.815,74738.519,81982.963,86079.259,222305.185,58291.852,220046.667,233740.000,256360.000,268926.667,695153.333,159206.667
146504,5945.185,3968.148,5902.963,5614.815,7536.296,3646.667,8182.963,4529.630,7865.926,7937.037,8761.481,5105.185,4470.370,4999.259,4428.148,4980.000,31992.593,2782.963,459.259,397.037,462.963,423.704,956.296,274.074,20577.778,23254.815,20445.926,23321.481,157390.370,13289.630,79299.259,76974.074,68563.704,79248.148,217648.889,54738.519,247953.333,240846.667,214500.000,247780.000,680940.000,171253.333
146530,5285.385,4079.231,5529.231,5484.615,7885.385,3796.923,7104.615,4833.077,7358.462,7430.000,8800.769,5342.308,5089.231,4658.462,4723.846,5241.538,33183.077,2886.923,416.154,356.923,370.769,415.385,983.077,282.308,23697.692,21343.846,21961.538,24463.077,163501.538,13771.538,76007.692,74771.538,77070.000,78050.000,230553.077,56888.462,237870.000,233730.000,241020.000,244440.000,720900.000,177930.000
146557,9030.370,4094.815,6131.852,6031.852,7690.370,8472.593,12397.778,4771.111,8304.444,8476.296,8953.333,11564.444,6995.556,4911.111,4500.741,4448.148,31707.407,7746.667,701.481,405.185,446.667,468.148,944.444,693.333,32862.222,22932.593,20896.296,20513.333,156501.481,36905.185,118630.370,76782.963,73106.667,69065.926,216817.778,137897.037,370760.000,240153.333,228713.333,216233.333,677993.333,431166.667
146584,7927.407,4223.704,5977.778,5014.815,7383.704,3611.111,11195.556,4839.259,8268.148,7172.593,8437.037,4765.185,5716.296,5039.259,4471.852,4511.111,32196.296,2793.333,574.074,380.741,433.333,331.111,936.296,284.444,26674.074,23516.296,20605.926,20774.815,158348.889,13337.037,108380.741,78264.444,77317.778,72263.704,221330.370,63490.370,338953.333,244660.000,241626.667,226026.667,692033.333,198553.333
146610,6110.769,4271.538,6363.077,6283.077,7740.000,3784.615,8442.308,4740.000,8727.692,8826.923,8969.231,5438.462,4582.308,5264.615,4700.769,4717.692,33310.000,2893.846,497.692,433.077,495.385,513.077,938.462,251.538,21065.385,24691.538,21881.538,21806.923,163832.308,13798.462,80803.077,82804.615,80106.923,82743.077,229422.308,57589.231,252720.000,259110.000,250380.000,258660.000,717210.000,180000.000
146637,5928.889,4058.519,6149.630,6002.963,7499.259,3585.185,8141.481,4716.296,8393.333,8434.074,8525.185,5008.889,4434.074,4961.481,4522.963,4501.481,31741.481,2789.630,477.037,406.667,462.963,465.926,945.185,280.741,20407.407,23088.889,21020.741,20742.222,156433.333,13302.963,78083.704,77349.630,78091.111,78623.704,214937.778,55262.222,244400.000,241973.333,244226.667,245960.000,672100.000,172986.667
146664,5826.667,4009.630,6152.593,6084.444,7551.111,3645.185,8071.111,4554.074,8497.037,8453.333,8742.963,5106.667,4417.778,4948.148,4520.741,4529.630,31991.852,2780.000,474.074,394.074,457.037,488.889,911.111,265.926,20365.926,23028.148,21008.148,20908.889,157508.889,13261.481,78110.370,75950.370,77852.593,79434.815,215045.185,54562.222,244226.667,237640.000,243446.667,248213.333,672360.000,170386.667
146690,6084.615,4390.000,6333.077,6173.846,7697.692,3840.000,8414.615,5096.154,8697.692,8603.077,8793.846,5359.231,4573.077,5163.077,4691.538,4704.615,33312.308,2903.846,476.923,412.308,485.385,487.692,970.000,289.231,21032.308,24003.846,21786.154,21692.308,163873.077,13905.385,82073.077,80637.692,83181.538,83563.846,226526.154,57218.462,256770.000,252090.000,260100.000,261180.000,708480.000,178740.000
146717,5930.370,4065.185,5944.444,6123.704,10900.741,3652.593,8148.889,4625.926,8177.037,8562.222,13664.444,5148.148,4442.222,4928.889,4476.296,4543.704,34292.593,2780.000,464.444,395.556,450.370,455.556,1271.852,277.037,20422.222,22980.000,20618.519,21103.704,168709.630,13261.481,78797.778,76142.963,79091.852,79631.852,257542.222,54775.556,246480.000,237986.667,247260.000,249253.333,805480.000,171340.000
146744,6064.444,3997.037,5929.630,6042.222,7680.741,3657.778,8372.593,4561.481,8117.778,8411.852,8729.630,5145.185,4441.481,4952.593,4505.926,4540.741,31954.815,2766.667,454.815,397.037,462.222,452.593,927.407,274.815,20576.296,23039.259,20788.148,20964.444,157402.963,13194.815,78513.333,77645.185,79666.667,80528.148,216700.741,54796.296,245526.667,242580.000,249166.667,252113.333,677646.667,171426.667
146770,5325.385,4180.769,6188.462,6216.923,7876.923,8969.231,7428.462,4923.077,8514.615,8747.692,8962.308,12467.692,4618.462,5173.077,4684.615,4740.769,33372.308,8048.462,398.462,373.846,471.538,464.615,936.923,743.077,21418.462,24059.231,21510.769,21785.385,164064.615,38382.308,86122.308,93014.615,91523.846,90180.000,239090.769,145114.615,269280.000,290970.000,286290.000,282060.000,747630.000,453870.000
146797,6030.370,4102.222,6071.111,6022.963,7301.481,3633.333,8360.741,4825.185,8065.926,8480.000,8445.926,5106.667,4438.519,4949.630,4437.778,4494.815,32011.111,2788.889,478.519,396.296,462.222,449.630,926.667,280.000,20582.963,23042.222,20462.222,20706.667,157819.259,13294.815,87914.074,84474.074,74027.407,89583.704,235178.519,54387.407,275166.667,263900.000,231486.667,279933.333,735106.667,170040.000
146824,6081.481,3721.481,5120.741,6023.704,7367.407,3634.074,8322.963,4331.111,6540.741,8401.481,8568.148,5139.259,4448.148,4465.185,4997.037,4514.815,31937.037,2788.148,484.444,355.556,431.852,458.519,927.407,280.741,20625.926,20481.481,23296.296,20771.852,157117.778,13294.074,78351.852,71568.889,72237.778,78708.889,217605.185,55560.000,245093.333,224033.333,226026.667,245873.333,680593.333,173593.333
146850,6318.462,7276.923,6224.615,6386.923,11960.000,3750.000,8650.769,8152.308,8526.923,8868.462,14813.846,5284.615,4640.769,6426.154,4645.385,4933.077,36127.692,2893.846,476.154,533.846,483.846,506.923,1253.846,270.769,21530.769,30180.769,21426.154,22736.923,177237.692,13798.462,80154.615,115046.154,80134.615,82936.154,283200.000,62690.000,251190.000,360090.000,250830.000,259650.000,885600.000,196200.000
146877,6062.963,4041.481,6131.111,6149.630,7509.630,15019.259,8384.444,4537.037,8397.778,8570.370,8629.630,21250.370,4428.148,5028.148,4487.407,4551.111,31783.704,14406.667,446.667,419.259,487.407,482.222,970.370,1203.704,20451.852,23614.074,20713.333,21153.333,156926.667,64317.778,78670.370,78451.111,79568.889,78004.444,215801.481,232495.556,245960.000,245093.333,248733.333,243793.333,674960.000,727046.667
146904,5955.556,4202.222,5956.296,6137.778,7283.704,7257.037,8288.889,4907.407,8145.185,8574.074,8425.185,10308.889,4435.556,4957.037,4482.222,4578.519,32197.037,5710.370,419.259,366.667,441.481,433.333,928.889,560.741,20405.926,23050.370,20642.963,21327.407,158327.407,27607.407,77895.556,77127.407,78688.889,78305.926,218308.889,108505.926,243620.000,241366.667,245873.333,245006.667,682673.333,339473.333
