time (ms),L2_RQSTS.REFERENCES-0,L2_RQSTS.REFERENCES-1,L2_RQSTS.REFERENCES-2,L2_RQSTS.REFERENCES-3,L2_RQSTS.REFERENCES-4,L2_RQSTS.REFERENCES-5,LONGEST_LAT_CACHE.REFERENCE-0,LONGEST_LAT_CACHE.REFERENCE-1,LONGEST_LAT_CACHE.REFERENCE-2,LONGEST_LAT_CACHE.REFERENCE-3,LONGEST_LAT_CACHE.REFERENCE-4,LONGEST_LAT_CACHE.REFERENCE-5,BR_INST_RETIRED.ALL_BRANCHES-0,BR_INST_RETIRED.ALL_BRANCHES-1,BR_INST_RETIRED.ALL_BRANCHES-2,BR_INST_RETIRED.ALL_BRANCHES-3,BR_INST_RETIRED.ALL_BRANCHES-4,BR_INST_RETIRED.ALL_BRANCHES-5,BR_MISP_RETIRED.ALL_BRANCHES-0,BR_MISP_RETIRED.ALL_BRANCHES-1,BR_MISP_RETIRED.ALL_BRANCHES-2,BR_MISP_RETIRED.ALL_BRANCHES-3,BR_MISP_RETIRED.ALL_BRANCHES-4,BR_MISP_RETIRED.ALL_BRANCHES-5,INST_RETIRED.ANY-0,INST_RETIRED.ANY-1,INST_RETIRED.ANY-2,INST_RETIRED.ANY-3,INST_RETIRED.ANY-4,INST_RETIRED.ANY-5,CPU_CLK_UNHALTED.THREAD-0,CPU_CLK_UNHALTED.THREAD-1,CPU_CLK_UNHALTED.THREAD-2,CPU_CLK_UNHALTED.THREAD-3,CPU_CLK_UNHALTED.THREAD-4,CPU_CLK_UNHALTED.THREAD-5,CPU_CLK_UNHALTED.REF_TSC-0,CPU_CLK_UNHALTED.REF_TSC-1,CPU_CLK_UNHALTED.REF_TSC-2,CPU_CLK_UNHALTED.REF_TSC-3,CPU_CLK_UNHALTED.REF_TSC-4,CPU_CLK_UNHALTED.REF_TSC-5
1467,4710.370,4188.148,4474.074,6866.667,3916.296,5769.630,6057.778,5141.481,5268.148,8674.074,5065.185,7869.630,4397.778,4414.815,8809.630,27700.741,3546.667,5201.481,335.556,305.926,448.889,888.148,346.667,494.815,20231.852,20328.889,38831.111,139467.407,16998.519,24797.778,55004.444,69040.000,105499.259,193076.296,50532.593,99114.074,172120.000,216146.667,330026.667,603633.333,158080.000,309833.333
1493,6144.615,3806.923,2393.846,6781.538,3992.308,3486.154,8372.308,4447.692,2958.462,8823.846,5426.923,4370.000,4643.077,4585.385,3060.769,28824.615,2946.154,7903.077,483.846,343.846,246.154,845.385,294.615,326.154,21455.385,21112.308,14205.385,144936.154,14070.000,35326.154,81871.538,73166.923,54280.000,177044.615,56352.308,83170.000,255870.000,228690.000,169920.000,553770.000,176130.000,260010.000
1520,5938.519,4123.704,2311.852,6762.222,8040.000,4452.593,8162.963,5345.926,2780.741,8719.259,10964.444,6177.037,4563.704,4874.074,2999.259,31357.778,7294.815,4201.481,467.407,368.889,275.556,912.593,718.519,389.630,20920.000,22560.741,13836.296,155139.259,34660.741,19628.148,80183.704,73997.037,54621.481,188778.519,123654.074,86865.926,250813.333,231746.667,170906.667,590373.333,386446.667,271873.333
1547,5821.481,4038.519,2543.704,6497.037,3802.222,2054.815,8015.556,5111.111,3078.519,8355.556,5150.370,2638.519,4470.370,4825.185,2948.889,31660.000,2832.593,2742.963,460.000,362.963,266.667,926.667,274.815,246.667,20626.667,22411.111,13682.963,156201.481,13504.444,12951.111,79620.741,72441.481,52054.815,186474.815,52792.593,49471.852,248993.333,226633.333,162760.000,583180.000,165013.333,154786.667
1573,6147.692,4164.615,7184.615,2606.923,3900.769,2076.923,8380.000,5450.769,9159.231,3280.769,5309.231,2559.231,4623.077,5010.769,33098.462,2910.769,2933.846,2841.538,479.231,352.308,979.231,283.077,286.154,234.615,21292.308,23273.077,163280.769,13816.154,13975.385,13422.308,83886.923,74560.769,202989.231,53574.615,56297.692,49866.154,262080.000,233010.000,635130.000,167670.000,176040.000,156150.000
1600,5956.296,5355.556,2451.852,10293.333,5755.556,3179.259,8189.630,7368.889,2947.407,13678.519,8171.852,3820.741,4471.111,4877.778,3030.370,33648.148,4038.519,2726.667,457.037,390.370,260.000,1214.815,385.185,180.741,20596.296,22617.037,14139.259,166474.815,19267.407,12940.741,76993.333,75753.333,53334.815,231891.852,83371.852,40619.259,240760.000,236773.333,166573.333,725226.667,260780.000,127053.333
1627,5956.296,6269.630,2120.000,3182.222,3813.333,6931.111,8189.630,8747.407,2628.148,4052.593,5257.778,8636.296,4471.111,4922.963,2968.148,2828.148,2812.593,31675.556,457.037,498.519,251.852,285.926,293.333,982.963,20596.296,22983.704,13794.815,13414.074,13438.519,156518.519,76993.333,73834.074,51674.074,59948.148,55999.259,178934.074,240760.000,230793.333,161633.333,187286.667,174893.333,559433.333
1654,2754.074,4795.556,6591.111,2403.704,3711.111,2321.481,3371.111,6525.185,8371.852,3022.222,5043.704,2887.407,3182.222,4469.630,31810.370,2807.407,2822.222,2808.889,204.444,350.370,874.074,237.037,262.222,268.889,15048.148,20571.852,156926.667,13154.074,13465.185,13295.556,49458.519,67795.556,189013.333,51015.556,52443.704,52057.037,154786.667,212073.333,591153.333,159466.667,164146.667,163020.000
1680,4398.462,6332.308,6927.692,2046.154,3687.692,2629.231,5659.231,8830.000,8775.385,2528.462,5008.462,3253.077,5067.692,4675.385,33100.769,2920.000,2886.923,2890.769,393.846,483.846,953.077,227.692,285.385,293.846,23437.692,21663.077,163019.231,13671.538,13584.615,13573.846,76149.231,83416.154,199041.538,52805.385,55233.846,55113.846,238230.000,261090.000,622620.000,164700.000,172620.000,172350.000
1707,4148.148,6058.519,7056.296,2111.852,7365.185,5277.037,5279.259,8492.593,8631.111,2671.111,10228.889,7330.370,4845.926,4507.407,31565.185,2777.778,6668.889,4132.593,367.407,457.778,902.963,231.852,659.259,396.296,22463.704,20886.667,155737.778,13059.259,31381.481,19422.963,73463.704,79201.481,187336.296,50671.111,114170.370,88481.481,229926.667,247433.333,586213.333,158513.333,357240.000,276640.000
1733,4607.692,6104.615,2083.846,8192.308,3640.000,2466.154,5349.231,8611.538,2560.769,9289.231,4787.692,2958.462,5115.385,4593.846,3134.615,33036.154,2912.308,2852.308,421.538,496.154,253.077,982.308,305.385,295.385,23887.692,21212.308,14653.077,163213.846,13921.538,13519.231,79863.846,74890.000,54245.385,228353.846,70656.154,54027.692,249840.000,234090.000,169650.000,714150.000,221310.000,169020.000
1760,4254.815,5737.778,2085.185,7707.407,3822.222,2274.815,4914.074,7972.593,2615.556,8602.963,5357.778,2838.519,4831.111,4477.778,3032.593,31368.889,2821.481,2806.667,391.111,454.815,236.296,881.481,284.444,265.926,22420.000,20576.296,13984.444,155044.444,13445.926,13137.778,77691.852,86966.667,53983.704,216337.778,56207.407,51816.296,243100.000,271960.000,169000.000,676346.667,175500.000,161633.333
1787,4212.593,8660.000,6747.407,1897.037,15211.852,2416.296,5431.852,11677.778,8651.111,2291.852,21152.593,2936.296,4868.148,5690.370,31757.778,2798.519,14328.889,2760.000,382.963,576.296,937.778,219.259,1161.481,262.222,22540.000,26493.333,156657.037,13131.852,64188.148,12948.148,71716.296,114997.037,191333.333,49797.037,231091.111,52477.037,224206.667,359753.333,598520.000,155653.333,722973.333,164233.333
1814,4332.593,5919.259,6822.222,2008.148,3809.630,3328.148,5536.296,8261.481,7479.259,2515.556,5224.444,4114.074,4909.630,4467.407,31943.704,2759.259,2811.852,2721.481,390.370,459.259,860.741,211.852,282.963,275.556,22875.556,20547.407,157502.963,13005.185,13382.963,12815.556,74145.185,79025.185,180517.037,51202.222,53361.481,53338.519,231660.000,247000.000,564720.000,160073.333,166920.000,166660.000
1840,4074.615,5420.769,6750.000,2007.692,3723.846,2467.692,5158.462,7293.077,8560.000,2524.615,5108.462,2993.077,4591.538,5102.308,32951.538,2869.231,2883.846,2836.923,343.846,403.846,957.692,223.077,276.154,254.615,21121.538,23828.462,162579.231,13516.154,13575.385,13373.077,69240.000,73628.462,200549.231,49459.231,53110.769,50939.231,230940.000,246600.000,641700.000,169020.000,182340.000,174150.000
1867,4287.407,5865.185,2436.296,1948.148,3737.778,9958.519,5431.852,8160.741,3000.741,2451.111,5111.111,13103.704,4837.037,4476.296,3057.037,2762.963,2813.333,33531.852,365.926,455.556,271.111,214.815,273.333,1194.815,22434.815,20571.111,14169.630,12985.185,13387.407,165702.963,72703.704,78558.519,54768.889,50671.852,52432.593,223965.185,240673.333,260086.667,176973.333,163280.000,168220.000,772546.667
1894,4234.815,5964.444,2497.037,2047.407,3740.741,6465.185,5280.741,8326.667,3096.296,2625.926,5082.222,8174.074,4844.444,4487.407,3002.222,2754.074,2815.556,31659.259,377.037,475.556,279.259,231.852,267.407,906.667,22557.037,20665.926,13843.704,12993.333,13396.296,156107.407,72069.630,80404.444,54268.889,49504.444,53801.481,189051.852,225593.333,251420.000,169433.333,154440.000,168220.000,591153.333
1920,4437.692,6313.077,2738.462,2061.538,8012.308,9604.615,5626.923,8886.923,3453.846,2625.385,10883.846,12856.154,5009.231,4690.769,3063.846,2858.462,7249.231,34654.615,374.615,483.846,293.077,217.692,713.846,1128.462,23284.615,21736.923,14213.077,13489.231,34180.769,171084.615,74840.769,82696.923,57460.000,52370.000,120841.538,242254.615,233910.000,258660.000,179910.000,163890.000,378000.000,757440.000
1947,4185.926,5790.370,2465.926,2049.630,3374.074,6503.704,5274.074,8080.000,3003.704,2628.148,4453.333,8352.593,4819.259,4410.370,2944.444,2751.111,2828.889,31420.000,361.481,451.111,276.296,239.259,269.630,913.333,22390.370,20315.556,13669.630,12985.926,13562.963,155410.370,70000.741,68780.741,54608.889,47907.407,63060.000,188956.296,218833.333,215193.333,170560.000,149760.000,197686.667,591066.667
1973,4348.462,6156.923,2503.077,8239.231,3652.308,6185.385,5080.769,8634.615,3017.692,9398.462,4903.077,8413.846,5113.846,4696.154,3160.000,32873.846,2926.923,5519.231,396.154,486.923,288.462,940.769,286.923,531.538,23708.462,21559.231,14810.000,162402.308,13701.538,26285.385,94177.692,95512.308,68864.615,240774.615,69606.154,151526.154,183420.000,184500.000,104400.000,640440.000,102960.000,173520.000
2000,6585.926,9355.556,6743.704,4155.556,3567.407,2457.778,8337.778,13020.741,8595.556,5085.926,4913.333,3073.333,8203.704,7137.037,31708.889,5698.519,2801.481,2748.148,600.741,708.148,989.630,457.778,274.074,253.333,39013.333,33441.481,156472.593,27237.778,13140.741,12925.185,142581.481,148202.963,215688.148,109539.259,58574.815,60315.556,277246.667,286520.000,315033.333,226720.000,129653.333,133726.667
2027,4504.444,5009.630,6677.778,1854.074,3732.593,2401.481,5784.444,7085.185,8725.926,2305.185,5054.074,2979.259,5090.370,4486.667,32008.148,2880.741,2811.852,2761.481,354.074,354.074,982.963,190.370,260.741,251.852,23808.889,20631.852,157620.000,13491.852,13375.556,12951.852,77951.852,76460.741,199729.630,49550.370,52030.370,52116.296,220566.667,219180.000,533520.000,147940.000,156693.333,155480.000
2054,4187.407,5922.222,6708.889,1878.519,3698.519,2357.778,5293.333,8322.963,8631.852,2337.037,5062.963,2878.519,4877.037,4479.259,31638.519,2885.185,2815.556,2722.963,388.889,460.000,888.148,234.074,255.556,250.370,22562.222,20585.926,155954.074,13530.370,13396.296,12855.556,72899.259,79891.852,187789.630,50437.037,53361.481,52251.111,228193.333,249600.000,587080.000,157560.000,166920.000,163193.333
2080,4442.308,6185.385,6979.231,2023.846,3936.923,2499.231,5706.154,8620.000,9030.769,2518.462,5343.077,3124.615,5053.846,4650.000,32877.692,2986.923,2925.385,2835.385,389.231,480.000,940.000,236.154,287.692,248.462,23403.077,21375.385,162106.154,14027.692,13919.231,13369.231,73750.769,82948.462,197173.077,51332.308,55353.846,54251.538,230850.000,259650.000,616860.000,160380.000,172890.000,170010.000
2107,4217.778,6144.444,7239.259,2026.667,3511.111,4554.074,5244.444,8587.407,9083.704,2560.741,4774.815,6268.148,4898.519,4531.852,31652.593,2883.704,2784.444,3970.370,385.926,482.963,975.556,226.667,265.926,369.630,22772.593,21059.259,156325.185,13526.667,13096.296,18680.741,72842.222,79122.222,189030.370,50502.222,51734.074,84128.889,227933.333,247173.333,591066.667,157993.333,161633.333,263120.000
2133,4525.385,5108.462,2394.615,11296.923,8108.462,5209.231,5146.923,7213.077,2942.308,13860.769,11198.462,7240.000,5115.385,4586.923,3103.846,35183.077,7338.462,4736.923,430.000,383.077,302.308,1179.231,711.538,479.231,23896.923,21123.846,14310.769,173797.692,34810.769,22525.385,78260.769,66110.000,60885.385,267432.308,125986.154,101003.846,244530.000,206730.000,190350.000,836370.000,393930.000,315540.000
2160,4309.630,5871.852,2099.259,7621.481,3623.704,2150.370,5014.815,8227.407,2634.074,8443.704,4932.593,2625.926,4866.667,4488.889,2969.630,31628.889,2819.259,2762.222,377.778,456.296,225.185,945.926,244.444,214.815,22537.037,20610.370,13734.815,156221.481,13438.519,12999.259,76014.074,79295.556,51156.296,216194.815,52739.259,49683.704,237553.333,247953.333,159986.667,676173.333,164840.000,155306.667
2187,3686.667,5881.481,3585.185,6137.778,3754.815,2450.370,4423.704,8234.815,4548.148,7576.296,5120.741,2996.296,4422.963,4481.481,7903.704,27868.148,2814.074,2806.667,334.815,453.333,345.185,791.852,262.222,257.037,20343.704,20594.074,35090.370,140091.852,13389.630,13205.926,74594.815,83394.815,84025.185,190389.630,56858.519,55841.481,232960.000,260953.333,262946.667,595833.333,177666.667,174460.000
2214,7596.296,5820.741,2558.519,6696.296,9686.667,3527.407,9758.519,8062.963,3187.407,7922.222,9435.556,4575.556,7937.037,4517.778,3039.259,27838.519,14550.370,7688.148,667.407,463.704,295.556,831.111,551.852,353.333,37725.185,20724.444,14260.000,139948.889,60689.630,34359.259,126512.593,71425.185,65473.333,184868.148,205301.481,91534.074,395373.333,223513.333,204533.333,578066.667,641853.333,286260.000
2240,4579.231,5355.385,2280.000,8433.846,7230.769,2081.538,5842.308,7296.154,2788.462,10807.692,9937.692,2606.923,5096.923,5096.154,3066.154,29108.462,9086.154,2900.769,541.538,510.769,233.077,900.769,536.923,225.385,23787.692,23652.308,14217.692,146497.692,41340.000,13597.692,91836.923,84865.385,53022.308,207915.385,106926.923,53520.769,287100.000,265770.000,165780.000,649980.000,334530.000,167310.000
2267,4114.815,4072.593,8095.556,3800.741,3543.704,1922.963,4824.444,5305.185,9063.704,5094.815,4847.407,2434.074,4920.741,4866.667,31731.852,2965.185,2801.481,2771.852,394.815,368.148,973.333,280.000,265.926,231.111,22816.296,22519.259,156529.630,14204.444,13200.741,13012.593,77652.593,73770.370,221587.407,54240.000,54280.741,51058.519,243100.000,230880.000,692813.333,169780.000,170213.333,159640.000
2294,4788.889,3908.889,8188.148,3608.889,3737.037,2193.333,5307.407,4982.963,9212.593,4916.296,5092.593,2956.296,6014.815,4906.667,31674.074,2889.630,2840.741,2742.222,454.815,368.889,956.296,285.926,268.148,237.037,28346.667,22702.222,156066.667,13627.407,13516.296,12967.407,92032.593,74138.519,219812.593,54700.000,54486.667,51582.222,287733.333,231833.333,687266.667,170906.667,170473.333,161546.667
2320,3783.077,4283.846,8407.692,4102.308,8213.077,5193.846,4335.385,5257.692,9181.538,5517.692,11088.462,7335.385,4640.000,5019.231,33033.077,3476.154,7726.923,4266.154,319.231,369.231,908.462,336.923,775.385,391.538,21373.077,23303.077,162723.077,16684.615,36616.154,20098.462,69392.308,71126.154,228097.692,54869.231,122197.692,88810.000,230580.000,236340.000,727920.000,187470.000,397620.000,290160.000
2347,4177.037,4185.926,8009.630,3591.111,3742.963,2079.259,4921.481,5383.704,9021.481,4939.259,5127.407,2568.889,4886.667,5001.481,31738.519,2885.185,2840.741,2803.704,395.556,377.778,958.519,287.407,278.519,250.370,22730.370,23237.037,156571.852,13591.111,13516.296,13128.889,76259.259,75048.889,214846.667,53101.481,52909.630,50745.185,253500.000,248820.000,740653.333,170300.000,169606.667,163280.000
2373,3926.923,4079.231,8175.385,3789.231,3944.615,2143.846,4450.769,5233.077,9026.923,5169.231,5397.692,2668.462,4646.923,5019.231,32891.538,2983.846,2941.538,2848.462,350.000,375.385,959.231,320.769,301.538,261.538,21440.000,23304.615,162096.923,14085.385,14017.692,13449.231,72523.846,73696.923,222883.077,56455.385,56248.462,50652.308,226530.000,230490.000,697140.000,176400.000,175770.000,158490.000
2400,4446.667,3885.185,10140.000,3816.296,3612.593,3234.074,5594.074,4857.037,11957.037,5128.889,4907.407,3939.259,4480.741,4465.185,30297.037,2915.556,2808.889,7651.852,356.296,306.667,1053.333,287.407,277.037,322.963,20678.519,20508.889,151475.556,13913.333,13232.593,34141.481,74117.778,72496.296,221332.593,53695.556,53872.593,81790.370,231746.667,226893.333,692206.667,167873.333,168480.000,255840.000
2427,4050.370,4025.185,8817.037,3877.778,3535.556,2222.222,4791.111,5300.000,9231.111,5367.407,4625.926,2767.407,4396.296,4823.704,33116.296,3020.000,2842.963,2724.444,317.037,337.037,986.667,315.556,280.741,245.926,20254.815,22405.926,162362.222,14361.481,13330.370,12897.037,74158.519,70574.074,238834.815,58334.815,42494.074,48134.815,231746.667,221000.000,747066.667,182606.667,132946.667,150626.667
2453,7843.846,4194.615,2651.538,3988.462,274481.538,8382.308,4975.385,4896.154,3071.538,5433.077,263713.846,9608.462,4565.385,5104.615,2953.846,3033.077,1765731.538,32943.846,329.231,384.615,235.385,319.231,12794.615,1018.462,21033.846,23670.000,13864.615,16289.231,11254577.692,162646.154,77010.769,81586.154,51720.000,61215.385,4854683.846,232652.308,240660.000,254970.000,161730.000,191250.000,15413040.000,727560.000
2480,3016.296,4449.630,2699.259,4671.852,4526.667,12314.815,3342.222,4652.593,3268.148,6128.148,5616.296,15208.148,4119.259,5201.481,3253.333,4322.222,4204.444,36340.741,285.926,406.667,282.963,364.444,422.222,1408.148,18998.519,24276.296,15520.000,18125.185,19145.926,178194.074,60820.741,77854.815,53698.519,64408.148,56840.741,285350.370,190233.333,243446.667,168046.667,201500.000,177666.667,892320.000
2507,4288.148,4151.852,2065.185,3945.185,3782.963,7770.370,5467.407,4871.852,2540.000,5411.852,5052.593,8886.667,4925.185,4824.444,2822.222,3031.852,2971.852,31691.852,386.667,382.222,235.556,286.667,308.889,923.704,23014.074,22407.407,13314.815,14253.333,13809.630,156298.519,71244.444,74959.259,48454.074,55961.481,55337.037,219335.556,222733.333,234260.000,151493.333,174893.333,172986.667,686053.333
2534,4163.704,4065.185,2034.074,3710.370,8382.222,10122.222,5354.815,4814.815,2504.444,5037.778,11421.481,12440.741,4828.889,4843.704,2837.037,3004.444,7510.370,33108.148,380.741,387.407,232.593,292.593,742.963,990.370,22427.407,22455.556,13351.852,13930.370,35323.704,162728.889,71808.889,76631.852,49962.963,56199.259,125620.000,253683.704,224380.000,239633.333,156260.000,175673.333,392946.667,793173.333
2560,4201.538,4240.000,8431.538,4024.615,3852.308,2150.769,4912.308,5523.077,9270.769,5446.154,5265.385,2714.615,4575.385,5012.308,33075.385,3150.000,3090.000,3030.000,361.538,384.615,987.692,313.846,297.692,256.923,21052.308,23276.154,163259.231,14770.769,14348.462,14143.846,79104.615,75348.462,231307.692,58132.308,58041.538,51954.615,247320.000,235260.000,723420.000,181980.000,181440.000,162450.000
2587,6027.407,4083.704,2654.074,4005.926,2445.185,9187.407,8203.704,4845.926,3045.185,5459.259,3039.259,11240.000,5749.630,4906.667,2942.963,3037.037,2972.593,31573.333,440.000,365.926,267.407,304.444,260.000,973.333,26611.852,22828.889,13917.037,14244.444,13841.481,156057.037,107605.926,81081.481,52650.370,54462.222,54306.667,222846.667,336266.667,253586.667,164580.000,170473.333,169953.333,696713.333
2613,3986.154,4077.692,2128.462,4129.231,3316.923,7723.846,5069.231,4934.615,2568.462,5612.308,4079.231,10418.462,4703.077,4607.692,2986.923,3145.385,8115.385,29023.077,330.769,333.846,270.769,290.000,340.769,973.077,21602.308,21171.538,13991.538,14793.077,36041.538,145355.385,75125.385,77552.308,53138.462,57176.154,85500.769,183444.615,234810.000,242730.000,166140.000,179010.000,267300.000,573480.000
2640,3774.815,7870.370,2051.852,3664.444,11285.926,10476.296,4822.222,10273.333,2500.741,4931.852,14604.444,13868.889,4462.963,7082.222,2878.519,3102.963,15850.370,31058.519,329.630,593.333,241.481,297.778,914.815,1200.000,20478.519,33179.259,13488.889,14232.593,67820.741,154034.815,69967.407,138445.926,52150.370,54008.889,228234.815,227270.370,218920.000,432813.333,163020.000,169260.000,714133.333,710666.667
2667,3740.741,5919.259,3404.444,3912.593,2058.519,10028.889,4407.407,8337.778,4180.000,5262.963,2557.778,13502.963,4412.593,4455.556,7725.185,3022.222,2902.222,30577.037,329.630,480.741,354.815,287.407,271.111,1165.926,20337.778,20547.407,34599.259,14188.148,13509.630,152811.111,72238.519,81234.074,79250.370,54879.259,52583.704,220109.630,225853.333,253933.333,247953.333,171253.333,164233.333,688306.667
2694,3762.963,4942.222,2260.741,2380.741,3568.889,6608.889,4856.296,6758.519,2914.074,2961.481,4408.148,8425.926,4497.778,4570.370,2877.778,3037.778,7816.296,28222.222,334.074,472.593,249.630,283.704,349.630,897.037,20843.704,20948.148,13549.630,14101.481,34685.185,141005.185,78751.852,86801.481,60597.037,60761.481,94894.074,190892.593,246046.667,271700.000,189453.333,190146.667,296573.333,596873.333
2720,3786.923,3951.538,2330.769,2440.000,3677.692,7389.231,4886.154,5006.923,3066.923,3112.308,4622.308,8910.769,4693.846,4696.154,2997.692,3106.923,8170.769,29640.769,342.308,349.231,257.692,283.846,363.846,885.385,21593.846,21796.923,14096.923,14398.462,36225.385,148086.923,83449.231,86059.231,65115.385,65913.846,96182.308,211022.308,260820.000,269190.000,203400.000,206100.000,300780.000,659880.000
2747,5382.222,3828.148,8927.407,2325.185,2432.593,4914.074,6631.111,4721.481,9505.185,2951.111,2921.481,5756.296,4905.185,4842.222,31479.259,3371.852,3305.926,6030.370,397.037,344.444,903.704,313.333,291.852,456.296,22910.370,22497.037,155661.481,15831.852,15497.778,27831.111,90108.148,88430.370,220768.148,64774.074,65397.778,113332.593,281926.667,276726.667,690126.667,202366.667,204620.000,354380.000
2774,4538.519,4804.444,7540.000,2992.593,2170.370,2042.963,5322.963,6641.481,8730.370,3872.593,1782.222,2737.037,4920.000,4464.444,31722.222,2968.148,2882.963,3023.704,376.296,460.741,914.074,277.037,188.148,252.593,22745.185,20542.222,156468.889,13730.370,13419.259,14162.963,92291.852,90545.926,217291.852,63898.519,47974.815,64063.704,288860.000,282966.667,679726.667,200026.667,150106.667,200373.333
2800,4607.692,4502.308,2289.231,6856.154,2615.385,2187.692,6079.231,6019.231,2993.846,8851.538,3310.769,2855.385,5094.615,5067.692,3046.923,33123.846,3061.538,3098.462,386.154,381.538,267.692,1005.385,269.231,278.462,23800.769,23517.692,14424.615,163269.231,14150.000,14370.000,88498.462,89046.923,64944.615,215214.615,66853.846,65940.000,276840.000,278730.000,202950.000,673020.000,208890.000,206100.000
2827,4102.222,4242.222,1997.778,2504.444,7162.222,2157.037,5380.741,5552.593,2556.296,3224.444,9254.074,2971.111,4465.926,4888.148,2908.889,3043.704,31671.852,3027.407,345.926,387.407,238.519,287.407,954.074,260.741,20565.185,22688.889,13659.259,14220.000,156523.704,14194.074,82680.741,83657.778,61170.370,61934.815,200905.185,61135.556,277766.667,280886.667,210860.000,211553.333,646186.667,210686.667
2854,4329.630,4045.185,8087.407,2379.259,6348.889,2218.519,5236.296,5289.630,8943.704,2811.852,8543.704,2823.704,4925.185,4931.852,31803.704,3010.370,5819.259,2901.481,382.222,394.074,974.815,261.481,567.407,268.148,22962.222,22916.296,157020.741,13950.370,27592.593,13448.889,87131.111,88460.741,235352.593,57212.593,112780.741,59837.037,305153.333,309920.000,826886.667,201326.667,396846.667,209386.667
2880,3519.231,4246.154,6680.000,2255.385,2453.846,3323.077,4513.846,5277.692,8215.385,3053.846,3013.846,4070.000,4656.923,4630.000,29005.385,3141.538,3069.231,8101.538,342.308,349.231,871.538,288.462,262.308,377.692,21389.231,21313.846,145596.154,14738.462,14246.154,35918.462,80657.692,84860.769,200137.692,62730.000,63187.692,92195.385,283860.000,298440.000,703890.000,220410.000,222210.000,324450.000
2907,3597.778,3832.593,6465.926,3305.185,2651.852,2135.556,4617.778,4993.333,7908.148,4270.370,3321.481,2743.704,4603.704,4572.593,27613.333,7863.704,2982.963,3020.000,332.593,342.963,828.148,353.333,263.704,247.407,21048.148,20983.704,138965.926,34943.704,13987.407,13846.667,81582.222,79737.778,193041.481,87645.185,63328.148,62088.889,268493.333,261993.333,660486.667,290073.333,204013.333,200026.667
